pays,devise_origine,ville,nom_magasin,produit,prix_unitaire_original,vendeur,quantite_vendue,prix_total_original,date_vente,prix_unitaire_gbp,prix_total_gbp,taux_conversion,date_transformation
France,EUR,Lyon,SuperMart France,Pain,1.0,Marie,5,5.0,2025-02-23 09:14:00,0.85,4.25,0.85,2025-02-23 09:14:04
France,EUR,Lyon,SuperMart France,Pain,1.0,Pierre,8,8.0,2025-02-23 09:14:00,0.85,6.8,0.85,2025-02-23 09:14:04
France,EUR,Paris,SuperMart France,Pain,1.0,Sophie,3,3.0,2025-02-23 09:14:00,0.85,2.55,0.85,2025-02-23 09:14:04
France,EUR,Lyon,QuickShop France,Pain,1.0,Luc,9,9.0,2025-02-23 09:14:00,0.85,7.65,0.85,2025-02-23 09:14:04
France,EUR,Paris,QuickShop France,Œufs,2.2,Jean,9,19.8,2025-02-23 09:14:00,1.87,16.83,0.85,2025-02-23 09:14:04
France,EUR,Paris,QuickShop France,Œufs,2.2,Marie,10,22.0,2025-02-23 09:14:00,1.87,18.7,0.85,2025-02-23 09:14:04
France,EUR,Lyon,QuickShop France,Œufs,2.2,Pierre,3,6.6000000000000005,2025-02-23 09:14:00,1.87,5.61,0.85,2025-02-23 09:14:04
France,EUR,Paris,SuperMart France,Œufs,2.2,Sophie,1,2.2,2025-02-23 09:14:00,1.87,1.87,0.85,2025-02-23 09:14:04
France,EUR,Lyon,QuickShop France,Œufs,2.2,Luc,1,2.2,2025-02-23 09:14:00,1.87,1.87,0.85,2025-02-23 09:14:04
États-Unis,USD,New York,QuickShop USA,Pommes,1.8,Alice,7,12.6,2025-02-23 09:15:03,1.42,9.95,0.79,2025-02-23 09:15:07
États-Unis,USD,New York,QuickShop USA,Pommes,1.8,Bob,8,14.4,2025-02-23 09:15:03,1.42,11.38,0.79,2025-02-23 09:15:07
États-Unis,USD,Los Angeles,SuperMart USA,Pommes,1.8,Charlie,7,12.6,2025-02-23 09:15:03,1.42,9.95,0.79,2025-02-23 09:15:07
États-Unis,USD,New York,QuickShop USA,Pommes,1.8,David,9,16.2,2025-02-23 09:15:03,1.42,12.8,0.79,2025-02-23 09:15:07
États-Unis,USD,Los Angeles,SuperMart USA,Pommes,1.8,Eve,10,18.0,2025-02-23 09:15:03,1.42,14.22,0.79,2025-02-23 09:15:07
États-Unis,USD,Los Angeles,SuperMart USA,Bananes,0.95,Alice,5,4.75,2025-02-23 09:15:03,0.75,3.75,0.79,2025-02-23 09:15:07
États-Unis,USD,New York,QuickShop USA,Bananes,0.95,Bob,2,1.9,2025-02-23 09:15:03,0.75,1.5,0.79,2025-02-23 09:15:07
États-Unis,USD,New York,SuperMart USA,Bananes,0.95,Charlie,8,7.6,2025-02-23 09:15:03,0.75,6.0,0.79,2025-02-23 09:15:07
États-Unis,USD,New York,SuperMart USA,Bananes,0.95,David,2,1.9,2025-02-23 09:15:03,0.75,1.5,0.79,2025-02-23 09:15:07
États-Unis,USD,Los Angeles,SuperMart USA,Bananes,0.95,Eve,1,0.95,2025-02-23 09:15:03,0.75,0.75,0.79,2025-02-23 09:15:07
États-Unis,USD,Los Angeles,QuickShop USA,Lait,2.4,Alice,5,12.0,2025-02-23 09:15:03,1.9,9.48,0.79,2025-02-23 09:15:07
États-Unis,USD,Los Angeles,QuickShop USA,Lait,2.4,Bob,1,2.4,2025-02-23 09:15:03,1.9,1.9,0.79,2025-02-23 09:15:07
États-Unis,USD,New York,QuickShop USA,Lait,2.4,Charlie,4,9.6,2025-02-23 09:15:03,1.9,7.58,0.79,2025-02-23 09:15:07
États-Unis,USD,Los Angeles,QuickShop USA,Lait,2.4,David,5,12.0,2025-02-23 09:15:03,1.9,9.48,0.79,2025-02-23 09:15:07
États-Unis,USD,New York,SuperMart USA,Lait,2.4,Eve,4,9.6,2025-02-23 09:15:03,1.9,7.58,0.79,2025-02-23 09:15:07
États-Unis,USD,New York,SuperMart USA,Pain,1.45,Alice,3,4.35,2025-02-23 09:15:03,1.15,3.44,0.79,2025-02-23 09:15:07
États-Unis,USD,Los Angeles,QuickShop USA,Pain,1.45,Bob,7,10.15,2025-02-23 09:15:03,1.15,8.02,0.79,2025-02-23 09:15:07
États-Unis,USD,Los Angeles,QuickShop USA,Pain,1.45,Charlie,6,8.7,2025-02-23 09:15:03,1.15,6.87,0.79,2025-02-23 09:15:07
États-Unis,USD,New York,QuickShop USA,Pain,1.45,David,1,1.45,2025-02-23 09:15:03,1.15,1.15,0.79,2025-02-23 09:15:07
États-Unis,USD,Los Angeles,SuperMart USA,Pain,1.45,Eve,3,4.35,2025-02-23 09:15:03,1.15,3.44,0.79,2025-02-23 09:15:07
États-Unis,USD,New York,SuperMart USA,Œufs,3.0,Alice,3,9.0,2025-02-23 09:15:03,2.37,7.11,0.79,2025-02-23 09:15:07
États-Unis,USD,Los Angeles,SuperMart USA,Œufs,3.0,Bob,1,3.0,2025-02-23 09:15:03,2.37,2.37,0.79,2025-02-23 09:15:07
États-Unis,USD,New York,QuickShop USA,Œufs,3.0,Charlie,3,9.0,2025-02-23 09:15:03,2.37,7.11,0.79,2025-02-23 09:15:07
États-Unis,USD,Los Angeles,SuperMart USA,Œufs,3.0,David,3,9.0,2025-02-23 09:15:03,2.37,7.11,0.79,2025-02-23 09:15:07
États-Unis,USD,Los Angeles,QuickShop USA,Œufs,3.0,Eve,1,3.0,2025-02-23 09:15:03,2.37,2.37,0.79,2025-02-23 09:15:07
France,EUR,Paris,QuickShop France,Pommes,1.3,Jean,2,2.6,2025-02-23 09:15:03,1.1,2.21,0.85,2025-02-23 09:15:07
France,EUR,Lyon,QuickShop France,Pommes,1.3,Marie,7,9.1,2025-02-23 09:15:03,1.1,7.73,0.85,2025-02-23 09:15:07
France,EUR,Paris,SuperMart France,Pommes,1.3,Pierre,8,10.4,2025-02-23 09:15:03,1.1,8.84,0.85,2025-02-23 09:15:07
France,EUR,Paris,QuickShop France,Pommes,1.3,Sophie,7,9.1,2025-02-23 09:15:03,1.1,7.73,0.85,2025-02-23 09:15:07
France,EUR,Paris,SuperMart France,Pommes,1.3,Luc,8,10.4,2025-02-23 09:15:03,1.1,8.84,0.85,2025-02-23 09:15:07
France,EUR,Lyon,SuperMart France,Bananes,0.7,Jean,8,5.6,2025-02-23 09:15:03,0.59,4.76,0.85,2025-02-23 09:15:07
France,EUR,Paris,QuickShop France,Bananes,0.7,Marie,7,4.9,2025-02-23 09:15:03,0.59,4.16,0.85,2025-02-23 09:15:07
France,EUR,Lyon,SuperMart France,Bananes,0.7,Pierre,7,4.9,2025-02-23 09:15:03,0.59,4.16,0.85,2025-02-23 09:15:07
France,EUR,Lyon,SuperMart France,Bananes,0.7,Sophie,4,2.8,2025-02-23 09:15:03,0.59,2.38,0.85,2025-02-23 09:15:07
France,EUR,Lyon,SuperMart France,Bananes,0.7,Luc,6,4.199999999999999,2025-02-23 09:15:03,0.59,3.57,0.85,2025-02-23 09:15:07
France,EUR,Paris,QuickShop France,Lait,1.8,Jean,6,10.8,2025-02-23 09:15:03,1.53,9.18,0.85,2025-02-23 09:15:07
France,EUR,Paris,QuickShop France,Lait,1.8,Marie,5,9.0,2025-02-23 09:15:03,1.53,7.65,0.85,2025-02-23 09:15:07
France,EUR,Lyon,SuperMart France,Lait,1.8,Pierre,7,12.6,2025-02-23 09:15:03,1.53,10.71,0.85,2025-02-23 09:15:07
France,EUR,Paris,QuickShop France,Lait,1.8,Sophie,9,16.2,2025-02-23 09:15:03,1.53,13.77,0.85,2025-02-23 09:15:07
France,EUR,Paris,SuperMart France,Lait,1.8,Luc,2,3.6,2025-02-23 09:15:03,1.53,3.06,0.85,2025-02-23 09:15:07
France,EUR,Lyon,QuickShop France,Pain,1.0,Jean,1,1.0,2025-02-23 09:15:03,0.85,0.85,0.85,2025-02-23 09:15:07
France,EUR,Lyon,SuperMart France,Pain,1.0,Marie,2,2.0,2025-02-23 09:15:03,0.85,1.7,0.85,2025-02-23 09:15:07
France,EUR,Lyon,SuperMart France,Pain,1.0,Pierre,9,9.0,2025-02-23 09:15:03,0.85,7.65,0.85,2025-02-23 09:15:07
France,EUR,Paris,QuickShop France,Pain,1.0,Sophie,6,6.0,2025-02-23 09:15:03,0.85,5.1,0.85,2025-02-23 09:15:07
France,EUR,Paris,SuperMart France,Pain,1.0,Luc,2,2.0,2025-02-23 09:15:03,0.85,1.7,0.85,2025-02-23 09:15:07
France,EUR,Paris,SuperMart France,Œufs,2.2,Jean,10,22.0,2025-02-23 09:15:03,1.87,18.7,0.85,2025-02-23 09:15:07
France,EUR,Lyon,SuperMart France,Œufs,2.2,Marie,7,15.400000000000002,2025-02-23 09:15:03,1.87,13.09,0.85,2025-02-23 09:15:07
France,EUR,Paris,SuperMart France,Œufs,2.2,Pierre,3,6.6000000000000005,2025-02-23 09:15:03,1.87,5.61,0.85,2025-02-23 09:15:07
France,EUR,Lyon,QuickShop France,Œufs,2.2,Sophie,3,6.6000000000000005,2025-02-23 09:15:03,1.87,5.61,0.85,2025-02-23 09:15:07
France,EUR,Paris,SuperMart France,Œufs,2.2,Luc,6,13.2,2025-02-23 09:15:03,1.87,11.22,0.85,2025-02-23 09:15:07
États-Unis,USD,Los Angeles,SuperMart USA,Pommes,1.8,Alice,4,7.2,2025-02-23 09:20:03,1.42,5.69,0.79,2025-02-23 09:20:07
États-Unis,USD,Los Angeles,SuperMart USA,Pommes,1.8,Bob,10,18.0,2025-02-23 09:20:03,1.42,14.22,0.79,2025-02-23 09:20:07
États-Unis,USD,Los Angeles,QuickShop USA,Pommes,1.8,Charlie,7,12.6,2025-02-23 09:20:03,1.42,9.95,0.79,2025-02-23 09:20:07
États-Unis,USD,New York,QuickShop USA,Pommes,1.8,David,7,12.6,2025-02-23 09:20:03,1.42,9.95,0.79,2025-02-23 09:20:07
États-Unis,USD,New York,SuperMart USA,Pommes,1.8,Eve,5,9.0,2025-02-23 09:20:03,1.42,7.11,0.79,2025-02-23 09:20:07
États-Unis,USD,Los Angeles,SuperMart USA,Bananes,0.95,Alice,6,5.699999999999999,2025-02-23 09:20:03,0.75,4.5,0.79,2025-02-23 09:20:07
États-Unis,USD,New York,SuperMart USA,Bananes,0.95,Bob,2,1.9,2025-02-23 09:20:03,0.75,1.5,0.79,2025-02-23 09:20:07
États-Unis,USD,New York,SuperMart USA,Bananes,0.95,Charlie,5,4.75,2025-02-23 09:20:03,0.75,3.75,0.79,2025-02-23 09:20:07
États-Unis,USD,Los Angeles,SuperMart USA,Bananes,0.95,David,9,8.549999999999999,2025-02-23 09:20:03,0.75,6.75,0.79,2025-02-23 09:20:07
États-Unis,USD,Los Angeles,QuickShop USA,Bananes,0.95,Eve,8,7.6,2025-02-23 09:20:03,0.75,6.0,0.79,2025-02-23 09:20:07
États-Unis,USD,Los Angeles,SuperMart USA,Lait,2.4,Alice,7,16.8,2025-02-23 09:20:03,1.9,13.27,0.79,2025-02-23 09:20:07
États-Unis,USD,New York,SuperMart USA,Lait,2.4,Bob,6,14.4,2025-02-23 09:20:03,1.9,11.38,0.79,2025-02-23 09:20:07
États-Unis,USD,Los Angeles,SuperMart USA,Lait,2.4,Charlie,6,14.4,2025-02-23 09:20:03,1.9,11.38,0.79,2025-02-23 09:20:07
États-Unis,USD,New York,QuickShop USA,Lait,2.4,David,4,9.6,2025-02-23 09:20:03,1.9,7.58,0.79,2025-02-23 09:20:07
États-Unis,USD,New York,QuickShop USA,Lait,2.4,Eve,7,16.8,2025-02-23 09:20:03,1.9,13.27,0.79,2025-02-23 09:20:07
États-Unis,USD,New York,SuperMart USA,Pain,1.45,Alice,6,8.7,2025-02-23 09:20:03,1.15,6.87,0.79,2025-02-23 09:20:07
États-Unis,USD,New York,SuperMart USA,Pain,1.45,Bob,8,11.6,2025-02-23 09:20:03,1.15,9.16,0.79,2025-02-23 09:20:07
États-Unis,USD,New York,QuickShop USA,Pain,1.45,Charlie,8,11.6,2025-02-23 09:20:03,1.15,9.16,0.79,2025-02-23 09:20:07
États-Unis,USD,Los Angeles,QuickShop USA,Pain,1.45,David,3,4.35,2025-02-23 09:20:03,1.15,3.44,0.79,2025-02-23 09:20:07
États-Unis,USD,New York,SuperMart USA,Pain,1.45,Eve,7,10.15,2025-02-23 09:20:03,1.15,8.02,0.79,2025-02-23 09:20:07
États-Unis,USD,Los Angeles,SuperMart USA,Œufs,3.0,Alice,1,3.0,2025-02-23 09:20:03,2.37,2.37,0.79,2025-02-23 09:20:07
États-Unis,USD,Los Angeles,QuickShop USA,Œufs,3.0,Bob,6,18.0,2025-02-23 09:20:03,2.37,14.22,0.79,2025-02-23 09:20:07
États-Unis,USD,Los Angeles,QuickShop USA,Œufs,3.0,Charlie,4,12.0,2025-02-23 09:20:03,2.37,9.48,0.79,2025-02-23 09:20:07
États-Unis,USD,Los Angeles,SuperMart USA,Œufs,3.0,David,2,6.0,2025-02-23 09:20:03,2.37,4.74,0.79,2025-02-23 09:20:07
États-Unis,USD,New York,QuickShop USA,Œufs,3.0,Eve,9,27.0,2025-02-23 09:20:03,2.37,21.33,0.79,2025-02-23 09:20:07
France,EUR,Lyon,SuperMart France,Pommes,1.3,Jean,3,3.9,2025-02-23 09:20:03,1.1,3.32,0.85,2025-02-23 09:20:07
France,EUR,Paris,QuickShop France,Pommes,1.3,Marie,4,5.2,2025-02-23 09:20:03,1.1,4.42,0.85,2025-02-23 09:20:07
France,EUR,Lyon,SuperMart France,Pommes,1.3,Pierre,6,7.800000000000001,2025-02-23 09:20:03,1.1,6.63,0.85,2025-02-23 09:20:07
France,EUR,Lyon,SuperMart France,Pommes,1.3,Sophie,3,3.9,2025-02-23 09:20:03,1.1,3.32,0.85,2025-02-23 09:20:07
France,EUR,Lyon,SuperMart France,Pommes,1.3,Luc,4,5.2,2025-02-23 09:20:03,1.1,4.42,0.85,2025-02-23 09:20:07
France,EUR,Lyon,QuickShop France,Bananes,0.7,Jean,6,4.199999999999999,2025-02-23 09:20:03,0.59,3.57,0.85,2025-02-23 09:20:07
France,EUR,Paris,QuickShop France,Bananes,0.7,Marie,2,1.4,2025-02-23 09:20:03,0.59,1.19,0.85,2025-02-23 09:20:07
France,EUR,Lyon,QuickShop France,Bananes,0.7,Pierre,9,6.3,2025-02-23 09:20:03,0.59,5.35,0.85,2025-02-23 09:20:07
France,EUR,Paris,QuickShop France,Bananes,0.7,Sophie,5,3.5,2025-02-23 09:20:03,0.59,2.98,0.85,2025-02-23 09:20:07
France,EUR,Paris,SuperMart France,Bananes,0.7,Luc,6,4.199999999999999,2025-02-23 09:20:03,0.59,3.57,0.85,2025-02-23 09:20:07
France,EUR,Paris,QuickShop France,Lait,1.8,Jean,1,1.8,2025-02-23 09:20:03,1.53,1.53,0.85,2025-02-23 09:20:07
France,EUR,Lyon,SuperMart France,Lait,1.8,Marie,1,1.8,2025-02-23 09:20:03,1.53,1.53,0.85,2025-02-23 09:20:07
France,EUR,Lyon,SuperMart France,Lait,1.8,Pierre,9,16.2,2025-02-23 09:20:03,1.53,13.77,0.85,2025-02-23 09:20:07
France,EUR,Paris,SuperMart France,Lait,1.8,Sophie,9,16.2,2025-02-23 09:20:03,1.53,13.77,0.85,2025-02-23 09:20:07
France,EUR,Lyon,SuperMart France,Lait,1.8,Luc,6,10.8,2025-02-23 09:20:03,1.53,9.18,0.85,2025-02-23 09:20:07
France,EUR,Paris,QuickShop France,Pain,1.0,Jean,3,3.0,2025-02-23 09:20:03,0.85,2.55,0.85,2025-02-23 09:20:07
France,EUR,Lyon,SuperMart France,Pain,1.0,Marie,8,8.0,2025-02-23 09:20:03,0.85,6.8,0.85,2025-02-23 09:20:07
France,EUR,Paris,QuickShop France,Pain,1.0,Pierre,4,4.0,2025-02-23 09:20:03,0.85,3.4,0.85,2025-02-23 09:20:07
France,EUR,Paris,QuickShop France,Pain,1.0,Sophie,2,2.0,2025-02-23 09:20:03,0.85,1.7,0.85,2025-02-23 09:20:07
France,EUR,Lyon,SuperMart France,Pain,1.0,Luc,9,9.0,2025-02-23 09:20:03,0.85,7.65,0.85,2025-02-23 09:20:07
France,EUR,Paris,SuperMart France,Œufs,2.2,Jean,2,4.4,2025-02-23 09:20:03,1.87,3.74,0.85,2025-02-23 09:20:07
France,EUR,Lyon,SuperMart France,Œufs,2.2,Marie,5,11.0,2025-02-23 09:20:03,1.87,9.35,0.85,2025-02-23 09:20:07
France,EUR,Paris,QuickShop France,Œufs,2.2,Pierre,1,2.2,2025-02-23 09:20:03,1.87,1.87,0.85,2025-02-23 09:20:07
France,EUR,Paris,SuperMart France,Œufs,2.2,Sophie,2,4.4,2025-02-23 09:20:03,1.87,3.74,0.85,2025-02-23 09:20:07
France,EUR,Lyon,SuperMart France,Œufs,2.2,Luc,6,13.2,2025-02-23 09:20:03,1.87,11.22,0.85,2025-02-23 09:20:07
États-Unis,USD,New York,QuickShop USA,Pommes,1.8,Alice,4,7.2,2025-02-23 09:25:03,1.42,5.69,0.79,2025-02-23 09:25:07
États-Unis,USD,New York,SuperMart USA,Pommes,1.8,Bob,1,1.8,2025-02-23 09:25:03,1.42,1.42,0.79,2025-02-23 09:25:07
États-Unis,USD,New York,QuickShop USA,Pommes,1.8,Charlie,5,9.0,2025-02-23 09:25:03,1.42,7.11,0.79,2025-02-23 09:25:07
États-Unis,USD,New York,SuperMart USA,Pommes,1.8,David,8,14.4,2025-02-23 09:25:03,1.42,11.38,0.79,2025-02-23 09:25:07
États-Unis,USD,Los Angeles,QuickShop USA,Pommes,1.8,Eve,3,5.4,2025-02-23 09:25:03,1.42,4.27,0.79,2025-02-23 09:25:07
États-Unis,USD,Los Angeles,SuperMart USA,Bananes,0.95,Alice,10,9.5,2025-02-23 09:25:03,0.75,7.51,0.79,2025-02-23 09:25:07
États-Unis,USD,New York,SuperMart USA,Bananes,0.95,Bob,10,9.5,2025-02-23 09:25:03,0.75,7.51,0.79,2025-02-23 09:25:07
États-Unis,USD,New York,SuperMart USA,Bananes,0.95,Charlie,3,2.85,2025-02-23 09:25:03,0.75,2.25,0.79,2025-02-23 09:25:07
États-Unis,USD,Los Angeles,SuperMart USA,Bananes,0.95,David,10,9.5,2025-02-23 09:25:03,0.75,7.51,0.79,2025-02-23 09:25:07
États-Unis,USD,New York,SuperMart USA,Bananes,0.95,Eve,3,2.85,2025-02-23 09:25:03,0.75,2.25,0.79,2025-02-23 09:25:07
États-Unis,USD,Los Angeles,QuickShop USA,Lait,2.4,Alice,7,16.8,2025-02-23 09:25:03,1.9,13.27,0.79,2025-02-23 09:25:07
États-Unis,USD,New York,SuperMart USA,Lait,2.4,Bob,8,19.2,2025-02-23 09:25:03,1.9,15.17,0.79,2025-02-23 09:25:07
États-Unis,USD,Los Angeles,QuickShop USA,Lait,2.4,Charlie,1,2.4,2025-02-23 09:25:03,1.9,1.9,0.79,2025-02-23 09:25:07
États-Unis,USD,Los Angeles,SuperMart USA,Lait,2.4,David,7,16.8,2025-02-23 09:25:03,1.9,13.27,0.79,2025-02-23 09:25:07
États-Unis,USD,New York,SuperMart USA,Lait,2.4,Eve,4,9.6,2025-02-23 09:25:03,1.9,7.58,0.79,2025-02-23 09:25:07
États-Unis,USD,New York,QuickShop USA,Pain,1.45,Alice,5,7.25,2025-02-23 09:25:03,1.15,5.73,0.79,2025-02-23 09:25:07
États-Unis,USD,Los Angeles,QuickShop USA,Pain,1.45,Bob,7,10.15,2025-02-23 09:25:03,1.15,8.02,0.79,2025-02-23 09:25:07
États-Unis,USD,Los Angeles,SuperMart USA,Pain,1.45,Charlie,7,10.15,2025-02-23 09:25:03,1.15,8.02,0.79,2025-02-23 09:25:07
États-Unis,USD,Los Angeles,QuickShop USA,Pain,1.45,David,4,5.8,2025-02-23 09:25:03,1.15,4.58,0.79,2025-02-23 09:25:07
États-Unis,USD,Los Angeles,SuperMart USA,Pain,1.45,Eve,7,10.15,2025-02-23 09:25:03,1.15,8.02,0.79,2025-02-23 09:25:07
États-Unis,USD,Los Angeles,QuickShop USA,Œufs,3.0,Alice,7,21.0,2025-02-23 09:25:03,2.37,16.59,0.79,2025-02-23 09:25:07
États-Unis,USD,New York,SuperMart USA,Œufs,3.0,Bob,5,15.0,2025-02-23 09:25:03,2.37,11.85,0.79,2025-02-23 09:25:07
États-Unis,USD,New York,QuickShop USA,Œufs,3.0,Charlie,10,30.0,2025-02-23 09:25:03,2.37,23.7,0.79,2025-02-23 09:25:07
États-Unis,USD,New York,QuickShop USA,Œufs,3.0,David,6,18.0,2025-02-23 09:25:03,2.37,14.22,0.79,2025-02-23 09:25:07
États-Unis,USD,New York,SuperMart USA,Œufs,3.0,Eve,7,21.0,2025-02-23 09:25:03,2.37,16.59,0.79,2025-02-23 09:25:07
France,EUR,Paris,SuperMart France,Pommes,1.3,Jean,2,2.6,2025-02-23 09:25:03,1.1,2.21,0.85,2025-02-23 09:25:07
France,EUR,Lyon,SuperMart France,Pommes,1.3,Marie,2,2.6,2025-02-23 09:25:03,1.1,2.21,0.85,2025-02-23 09:25:07
France,EUR,Paris,QuickShop France,Pommes,1.3,Pierre,10,13.0,2025-02-23 09:25:03,1.1,11.05,0.85,2025-02-23 09:25:07
France,EUR,Paris,QuickShop France,Pommes,1.3,Sophie,3,3.9,2025-02-23 09:25:03,1.1,3.32,0.85,2025-02-23 09:25:07
France,EUR,Lyon,SuperMart France,Pommes,1.3,Luc,2,2.6,2025-02-23 09:25:03,1.1,2.21,0.85,2025-02-23 09:25:07
France,EUR,Paris,SuperMart France,Bananes,0.7,Jean,9,6.3,2025-02-23 09:25:03,0.59,5.35,0.85,2025-02-23 09:25:07
France,EUR,Paris,SuperMart France,Bananes,0.7,Marie,6,4.199999999999999,2025-02-23 09:25:03,0.59,3.57,0.85,2025-02-23 09:25:07
France,EUR,Lyon,QuickShop France,Bananes,0.7,Pierre,7,4.9,2025-02-23 09:25:03,0.59,4.16,0.85,2025-02-23 09:25:07
France,EUR,Paris,SuperMart France,Bananes,0.7,Sophie,5,3.5,2025-02-23 09:25:03,0.59,2.98,0.85,2025-02-23 09:25:07
France,EUR,Lyon,SuperMart France,Bananes,0.7,Luc,6,4.199999999999999,2025-02-23 09:25:03,0.59,3.57,0.85,2025-02-23 09:25:07
France,EUR,Paris,SuperMart France,Lait,1.8,Jean,1,1.8,2025-02-23 09:25:03,1.53,1.53,0.85,2025-02-23 09:25:07
France,EUR,Lyon,QuickShop France,Lait,1.8,Marie,3,5.4,2025-02-23 09:25:03,1.53,4.59,0.85,2025-02-23 09:25:07
France,EUR,Lyon,QuickShop France,Lait,1.8,Pierre,1,1.8,2025-02-23 09:25:03,1.53,1.53,0.85,2025-02-23 09:25:07
France,EUR,Paris,QuickShop France,Lait,1.8,Sophie,9,16.2,2025-02-23 09:25:03,1.53,13.77,0.85,2025-02-23 09:25:07
France,EUR,Lyon,QuickShop France,Lait,1.8,Luc,1,1.8,2025-02-23 09:25:03,1.53,1.53,0.85,2025-02-23 09:25:07
France,EUR,Lyon,QuickShop France,Pain,1.0,Jean,4,4.0,2025-02-23 09:25:03,0.85,3.4,0.85,2025-02-23 09:25:07
France,EUR,Paris,SuperMart France,Pain,1.0,Marie,9,9.0,2025-02-23 09:25:03,0.85,7.65,0.85,2025-02-23 09:25:07
France,EUR,Paris,QuickShop France,Pain,1.0,Pierre,8,8.0,2025-02-23 09:25:03,0.85,6.8,0.85,2025-02-23 09:25:07
France,EUR,Lyon,SuperMart France,Pain,1.0,Sophie,4,4.0,2025-02-23 09:25:03,0.85,3.4,0.85,2025-02-23 09:25:07
France,EUR,Paris,QuickShop France,Pain,1.0,Luc,8,8.0,2025-02-23 09:25:03,0.85,6.8,0.85,2025-02-23 09:25:07
France,EUR,Lyon,SuperMart France,Œufs,2.2,Jean,2,4.4,2025-02-23 09:25:03,1.87,3.74,0.85,2025-02-23 09:25:07
France,EUR,Lyon,QuickShop France,Œufs,2.2,Marie,7,15.400000000000002,2025-02-23 09:25:03,1.87,13.09,0.85,2025-02-23 09:25:07
France,EUR,Lyon,QuickShop France,Œufs,2.2,Pierre,10,22.0,2025-02-23 09:25:03,1.87,18.7,0.85,2025-02-23 09:25:07
France,EUR,Lyon,QuickShop France,Œufs,2.2,Sophie,4,8.8,2025-02-23 09:25:03,1.87,7.48,0.85,2025-02-23 09:25:07
France,EUR,Paris,QuickShop France,Œufs,2.2,Luc,7,15.400000000000002,2025-02-23 09:25:03,1.87,13.09,0.85,2025-02-23 09:25:07
États-Unis,USD,Los Angeles,QuickShop USA,Pommes,1.8,Alice,5,9.0,2025-02-23 09:30:03,1.42,7.11,0.79,2025-02-23 09:30:07
États-Unis,USD,Los Angeles,SuperMart USA,Pommes,1.8,Bob,6,10.8,2025-02-23 09:30:03,1.42,8.53,0.79,2025-02-23 09:30:07
États-Unis,USD,Los Angeles,QuickShop USA,Pommes,1.8,Charlie,6,10.8,2025-02-23 09:30:03,1.42,8.53,0.79,2025-02-23 09:30:07
États-Unis,USD,Los Angeles,QuickShop USA,Pommes,1.8,David,2,3.6,2025-02-23 09:30:03,1.42,2.84,0.79,2025-02-23 09:30:07
États-Unis,USD,New York,SuperMart USA,Pommes,1.8,Eve,3,5.4,2025-02-23 09:30:03,1.42,4.27,0.79,2025-02-23 09:30:07
États-Unis,USD,New York,QuickShop USA,Bananes,0.95,Alice,9,8.549999999999999,2025-02-23 09:30:03,0.75,6.75,0.79,2025-02-23 09:30:07
États-Unis,USD,New York,QuickShop USA,Bananes,0.95,Bob,8,7.6,2025-02-23 09:30:03,0.75,6.0,0.79,2025-02-23 09:30:07
États-Unis,USD,New York,QuickShop USA,Bananes,0.95,Charlie,1,0.95,2025-02-23 09:30:03,0.75,0.75,0.79,2025-02-23 09:30:07
États-Unis,USD,Los Angeles,SuperMart USA,Bananes,0.95,David,3,2.85,2025-02-23 09:30:03,0.75,2.25,0.79,2025-02-23 09:30:07
États-Unis,USD,New York,SuperMart USA,Bananes,0.95,Eve,6,5.699999999999999,2025-02-23 09:30:03,0.75,4.5,0.79,2025-02-23 09:30:07
États-Unis,USD,New York,QuickShop USA,Lait,2.4,Alice,7,16.8,2025-02-23 09:30:03,1.9,13.27,0.79,2025-02-23 09:30:07
États-Unis,USD,Los Angeles,QuickShop USA,Lait,2.4,Bob,3,7.199999999999999,2025-02-23 09:30:03,1.9,5.69,0.79,2025-02-23 09:30:07
États-Unis,USD,Los Angeles,SuperMart USA,Lait,2.4,Charlie,3,7.199999999999999,2025-02-23 09:30:03,1.9,5.69,0.79,2025-02-23 09:30:07
États-Unis,USD,Los Angeles,SuperMart USA,Lait,2.4,David,1,2.4,2025-02-23 09:30:03,1.9,1.9,0.79,2025-02-23 09:30:07
États-Unis,USD,Los Angeles,QuickShop USA,Lait,2.4,Eve,4,9.6,2025-02-23 09:30:03,1.9,7.58,0.79,2025-02-23 09:30:07
États-Unis,USD,New York,SuperMart USA,Pain,1.45,Alice,3,4.35,2025-02-23 09:30:03,1.15,3.44,0.79,2025-02-23 09:30:07
États-Unis,USD,New York,QuickShop USA,Pain,1.45,Bob,2,2.9,2025-02-23 09:30:03,1.15,2.29,0.79,2025-02-23 09:30:07
États-Unis,USD,New York,QuickShop USA,Pain,1.45,Charlie,2,2.9,2025-02-23 09:30:03,1.15,2.29,0.79,2025-02-23 09:30:07
États-Unis,USD,Los Angeles,QuickShop USA,Pain,1.45,David,4,5.8,2025-02-23 09:30:03,1.15,4.58,0.79,2025-02-23 09:30:07
États-Unis,USD,New York,QuickShop USA,Pain,1.45,Eve,1,1.45,2025-02-23 09:30:03,1.15,1.15,0.79,2025-02-23 09:30:07
États-Unis,USD,New York,SuperMart USA,Œufs,3.0,Alice,6,18.0,2025-02-23 09:30:03,2.37,14.22,0.79,2025-02-23 09:30:07
